id,annotation,image_url
3169452380,"{""shapes"":[{""x"":761,""y"":369,""height"":45,""width"":48,""type"":""box"",""id"":1513709637,""active"":false},{""x"":735,""y"":390,""height"":23,""width"":29,""type"":""box"",""id"":1513709655,""active"":false},{""x"":703,""y"":400,""height"":15,""width"":23,""type"":""box"",""id"":1513709670,""active"":false},{""x"":660,""y"":390,""height"":26,""width"":42,""type"":""box"",""id"":1513709695,""active"":false},{""x"":595,""y"":388,""height"":34,""width"":52,""type"":""box"",""id"":1513709711,""active"":false}]}",https://cf-83774kd99dl.s3.amazonaws.com/exercise/2014-08-21_AMTarangire-DSC_0035.JPG
3169492214,"{""shapes"":[{""x"":593,""y"":386,""height"":41,""width"":56,""type"":""box"",""id"":1513663716,""active"":false},{""x"":658,""y"":388,""height"":29,""width"":44,""type"":""box"",""id"":1513663719,""active"":false},{""x"":699,""y"":399,""height"":16,""width"":27,""type"":""box"",""id"":1513663721,""active"":false},{""x"":734,""y"":388,""height"":26,""width"":26,""type"":""box"",""id"":1513663723,""active"":false},{""x"":756,""y"":365,""height"":56,""width"":58,""type"":""box"",""id"":1513663725,""active"":true}]}",https://cf-83774kd99dl.s3.amazonaws.com/exercise/2014-08-21_AMTarangire-DSC_0035.JPG
3169524553,"{""shapes"":[{""x"":703,""y"":401,""height"":15,""width"":22,""type"":""box"",""id"":1513711196,""active"":false},{""x"":736,""y"":390,""height"":25,""width"":30,""type"":""box"",""id"":1513711200,""active"":false},{""x"":762,""y"":371,""height"":41,""width"":55,""type"":""box"",""id"":1513711205,""active"":false},{""x"":659,""y"":391,""height"":27,""width"":44,""type"":""box"",""id"":1513711210,""active"":false},{""x"":597,""y"":388,""height"":34,""width"":52,""type"":""box"",""id"":1513711213,""active"":true}]}",https://cf-83774kd99dl.s3.amazonaws.com/exercise/2014-08-21_AMTarangire-DSC_0035.JPG
3169506900,"{""shapes"":[{""x"":774,""y"":703,""height"":30,""width"":29,""type"":""box"",""id"":1513709518,""active"":false},{""x"":842,""y"":563,""height"":24,""width"":29,""type"":""box"",""id"":1513709522,""active"":false},{""x"":911,""y"":644,""height"":28,""width"":17,""type"":""box"",""id"":1513709527,""active"":true}]}",https://cf-83774kd99dl.s3.amazonaws.com/exercise/2014-08-20_PMTarangire-DSC_0031.JPG
3169508070,"{""shapes"":[{""x"":774,""y"":701,""height"":33,""width"":31,""type"":""box"",""id"":1513705237,""active"":false},{""x"":910,""y"":641,""height"":29,""width"":23,""type"":""box"",""id"":1513705253,""active"":false},{""x"":841,""y"":562,""height"":23,""width"":32,""type"":""box"",""id"":1513705268,""active"":false}]}",https://cf-83774kd99dl.s3.amazonaws.com/exercise/2014-08-20_PMTarangire-DSC_0031.JPG
3169520245,"{""shapes"":[],""noShapesFound"":true}",https://cf-83774kd99dl.s3.amazonaws.com/exercise/2014-08-20_PMTarangire-DSC_0031.JPG
3169428523,"{""shapes"":[{""x"":629,""y"":465,""height"":21,""width"":13,""type"":""box"",""id"":1513709241,""active"":false},{""x"":646,""y"":461,""height"":22,""width"":10,""type"":""box"",""id"":1513709244,""active"":false},{""x"":651,""y"":389,""height"":18,""width"":22,""type"":""box"",""id"":1513709252,""active"":false},{""x"":750,""y"":414,""height"":18,""width"":30,""type"":""box"",""id"":1513709256,""active"":true}]}",https://cf-83774kd99dl.s3.amazonaws.com/exercise/2014-08-21_AMTarangire-DSC_0037.JPG
3169448223,"{""shapes"":[{""x"":746,""y"":412,""height"":22,""width"":36,""type"":""box"",""id"":1513709734,""active"":false},{""x"":646,""y"":384,""height"":23,""width"":28,""type"":""box"",""id"":1513709752,""active"":false},{""x"":646,""y"":460,""height"":25,""width"":10,""type"":""box"",""id"":1513709768,""active"":false},{""x"":624,""y"":459,""height"":29,""width"":19,""type"":""box"",""id"":1513709789,""active"":true}]}",https://cf-83774kd99dl.s3.amazonaws.com/exercise/2014-08-21_AMTarangire-DSC_0037.JPG
3169535032,"{""shapes"":[{""x"":646,""y"":388,""height"":18,""width"":27,""type"":""box"",""id"":1513707537,""active"":false},{""x"":681,""y"":389,""height"":12,""width"":15,""type"":""box"",""id"":1513707543,""active"":false},{""x"":747,""y"":413,""height"":22,""width"":37,""type"":""box"",""id"":1513707549,""active"":false},{""x"":646,""y"":460,""height"":26,""width"":10,""type"":""box"",""id"":1513707559,""active"":false},{""x"":624,""y"":458,""height"":29,""width"":18,""type"":""box"",""id"":1513707566,""active"":false}]}",https://cf-83774kd99dl.s3.amazonaws.com/exercise/2014-08-21_AMTarangire-DSC_0037.JPG
3169375143,"{""shapes"":[{""x"":889,""y"":653,""height"":31,""width"":39,""type"":""box"",""id"":1513707514,""active"":false},{""x"":850,""y"":613,""height"":28,""width"":41,""type"":""box"",""id"":1513707543,""active"":false},{""x"":845,""y"":580,""height"":39,""width"":48,""type"":""box"",""id"":1513707567,""active"":false},{""x"":856,""y"":518,""height"":19,""width"":17,""type"":""box"",""id"":1513707590,""active"":false},{""x"":822,""y"":496,""height"":33,""width"":35,""type"":""box"",""id"":1513707609,""active"":false},{""x"":824,""y"":535,""height"":46,""width"":37,""type"":""box"",""id"":1513707643,""active"":true}]}",https://cf-83774kd99dl.s3.amazonaws.com/exercise/2014-08-22_PMTarangire-DSC_0021.JPG
3169458955,"{""shapes"":[{""x"":819,""y"":539,""height"":42,""width"":41,""type"":""box"",""id"":1513708715,""active"":false},{""x"":840,""y"":581,""height"":33,""width"":57,""type"":""box"",""id"":1513708737,""active"":false},{""x"":888,""y"":651,""height"":33,""width"":45,""type"":""box"",""id"":1513708758,""active"":false},{""x"":844,""y"":613,""height"":29,""width"":52,""type"":""box"",""id"":1513708786,""active"":false},{""x"":855,""y"":515,""height"":22,""width"":20,""type"":""box"",""id"":1513708862,""active"":false},{""x"":821,""y"":498,""height"":30,""width"":46,""type"":""box"",""id"":1513708881,""active"":true}]}",https://cf-83774kd99dl.s3.amazonaws.com/exercise/2014-08-22_PMTarangire-DSC_0021.JPG
3169673604,"{""shapes"":[{""x"":858,""y"":515,""height"":22,""width"":16,""type"":""box"",""id"":1513714551,""active"":false},{""x"":823,""y"":499,""height"":26,""width"":33,""type"":""box"",""id"":1513714555,""active"":false},{""x"":825,""y"":538,""height"":44,""width"":37,""type"":""box"",""id"":1513714565,""active"":false},{""x"":844,""y"":579,""height"":36,""width"":52,""type"":""box"",""id"":1513714571,""active"":false},{""x"":851,""y"":616,""height"":25,""width"":44,""type"":""box"",""id"":1513714575,""active"":false},{""x"":887,""y"":655,""height"":26,""width"":41,""type"":""box"",""id"":1513714578,""active"":true}]}",https://cf-83774kd99dl.s3.amazonaws.com/exercise/2014-08-22_PMTarangire-DSC_0021.JPG
3169469750,"{""shapes"":[],""noShapesFound"":true}",https://cf-83774kd99dl.s3.amazonaws.com/exercise/Clip1HTK152_1_00073.png
3169561584,"{""shapes"":[],""noShapesFound"":true}",https://cf-83774kd99dl.s3.amazonaws.com/exercise/Clip1HTK152_1_00073.png
3169703038,"{""shapes"":[],""noShapesFound"":true}",https://cf-83774kd99dl.s3.amazonaws.com/exercise/Clip1HTK152_1_00073.png
3169438650,"{""shapes"":[{""x"":781,""y"":332,""height"":12,""width"":21,""type"":""box"",""id"":1513709472,""active"":false},{""x"":770,""y"":326,""height"":13,""width"":21,""type"":""box"",""id"":1513709474,""active"":false},{""x"":769,""y"":341,""height"":23,""width"":27,""type"":""box"",""id"":1513709477,""active"":false},{""x"":801,""y"":338,""height"":17,""width"":28,""type"":""box"",""id"":1513709481,""active"":false},{""x"":745,""y"":314,""height"":18,""width"":34,""type"":""box"",""id"":1513709485,""active"":true}]}",https://cf-83774kd99dl.s3.amazonaws.com/exercise/2014-08-22_PMTarangire-DSC_0011.JPG
3169468003,"{""shapes"":[{""x"":766,""y"":339,""height"":23,""width"":33,""type"":""box"",""id"":1513755379,""active"":false},{""x"":780,""y"":331,""height"":14,""width"":23,""type"":""box"",""id"":1513755405,""active"":false},{""x"":801,""y"":335,""height"":20,""width"":29,""type"":""box"",""id"":1513755411,""active"":false},{""x"":744,""y"":312,""height"":21,""width"":35,""type"":""box"",""id"":1513755420,""active"":true}]}",https://cf-83774kd99dl.s3.amazonaws.com/exercise/2014-08-22_PMTarangire-DSC_0011.JPG
3169547372,"{""shapes"":[{""x"":746,""y"":312,""height"":22,""width"":30,""type"":""box"",""id"":1513664804,""active"":false},{""x"":766,""y"":324,""height"":16,""width"":26,""type"":""box"",""id"":1513664806,""active"":false},{""x"":777,""y"":332,""height"":12,""width"":28,""type"":""box"",""id"":1513664809,""active"":false},{""x"":798,""y"":335,""height"":18,""width"":31,""type"":""box"",""id"":1513664811,""active"":false},{""x"":766,""y"":341,""height"":19,""width"":38,""type"":""box"",""id"":1513664814,""active"":true}]}",https://cf-83774kd99dl.s3.amazonaws.com/exercise/2014-08-22_PMTarangire-DSC_0011.JPG
3169482864,"{""shapes"":[{""x"":666,""y"":675,""height"":36,""width"":42,""type"":""box"",""id"":1513710227,""active"":false},{""x"":707,""y"":668,""height"":51,""width"":27,""type"":""box"",""id"":1513710235,""active"":false},{""x"":717,""y"":627,""height"":35,""width"":28,""type"":""box"",""id"":1513710246,""active"":false},{""x"":703,""y"":614,""height"":36,""width"":34,""type"":""box"",""id"":1513710254,""active"":false},{""x"":754,""y"":568,""height"":44,""width"":46,""type"":""box"",""id"":1513710261,""active"":false},{""x"":829,""y"":612,""height"":27,""width"":30,""type"":""box"",""id"":1513710267,""active"":false},{""x"":832,""y"":624,""height"":50,""width"":45,""type"":""box"",""id"":1513710272,""active"":false},{""x"":770,""y"":624,""height"":24,""width"":39,""type"":""box"",""id"":1513710280,""active"":true}]}",https://cf-83774kd99dl.s3.amazonaws.com/exercise/2014-08-20_PMTarangire-DSC_0088.JPG
3169560965,"{""shapes"":[{""x"":772,""y"":627,""height"":25,""width"":28,""type"":""box"",""id"":1513712030,""active"":false},{""x"":835,""y"":627,""height"":48,""width"":33,""type"":""box"",""id"":1513712033,""active"":false},{""x"":828,""y"":612,""height"":31,""width"":31,""type"":""box"",""id"":1513712047,""active"":false},{""x"":754,""y"":571,""height"":43,""width"":46,""type"":""box"",""id"":1513712050,""active"":false},{""x"":703,""y"":618,""height"":46,""width"":38,""type"":""box"",""id"":1513712055,""active"":false},{""x"":710,""y"":670,""height"":49,""width"":20,""type"":""box"",""id"":1513712059,""active"":false},{""x"":666,""y"":679,""height"":36,""width"":41,""type"":""box"",""id"":1513712063,""active"":true}]}",https://cf-83774kd99dl.s3.amazonaws.com/exercise/2014-08-20_PMTarangire-DSC_0088.JPG
3169562542,"{""shapes"":[{""x"":667,""y"":676,""height"":36,""width"":32,""type"":""box"",""id"":1513665128,""active"":false},{""x"":704,""y"":611,""height"":51,""width"":44,""type"":""box"",""id"":1513665130,""active"":false},{""x"":752,""y"":570,""height"":41,""width"":45,""type"":""box"",""id"":1513665133,""active"":false},{""x"":708,""y"":670,""height"":54,""width"":23,""type"":""box"",""id"":1513665136,""active"":false},{""x"":770,""y"":624,""height"":18,""width"":30,""type"":""box"",""id"":1513665138,""active"":false},{""x"":831,""y"":613,""height"":23,""width"":29,""type"":""box"",""id"":1513665140,""active"":false},{""x"":833,""y"":628,""height"":47,""width"":40,""type"":""box"",""id"":1513665142,""active"":true}]}",https://cf-83774kd99dl.s3.amazonaws.com/exercise/2014-08-20_PMTarangire-DSC_0088.JPG
3169461004,"{""shapes"":[],""noShapesFound"":true}",https://cf-83774kd99dl.s3.amazonaws.com/exercise/Clip1HTK112_00002.png
3169494559,"{""shapes"":[],""noShapesFound"":true}",https://cf-83774kd99dl.s3.amazonaws.com/exercise/Clip1HTK112_00002.png
3169511486,"{""shapes"":[],""noShapesFound"":true}",https://cf-83774kd99dl.s3.amazonaws.com/exercise/Clip1HTK112_00002.png
3169401622,"{""shapes"":[],""noShapesFound"":true}",https://cf-83774kd99dl.s3.amazonaws.com/exercise/DJI00439_200ft_ANGLED_FORWARD_00218.png
3169466888,"{""shapes"":[],""noShapesFound"":true}",https://cf-83774kd99dl.s3.amazonaws.com/exercise/DJI00439_200ft_ANGLED_FORWARD_00218.png
3169469630,"{""shapes"":[],""noShapesFound"":true}",https://cf-83774kd99dl.s3.amazonaws.com/exercise/DJI00439_200ft_ANGLED_FORWARD_00218.png
3169446437,"{""shapes"":[{""x"":567,""y"":514,""height"":23,""width"":30,""type"":""box"",""id"":1513709679,""active"":true}]}",https://cf-83774kd99dl.s3.amazonaws.com/exercise/2014-08-20_PMTarangire-DSC_0054.JPG
3169460146,"{""shapes"":[{""x"":564,""y"":513,""height"":22,""width"":33,""type"":""box"",""id"":1513663077,""active"":true}]}",https://cf-83774kd99dl.s3.amazonaws.com/exercise/2014-08-20_PMTarangire-DSC_0054.JPG
3169475497,"{""shapes"":[{""x"":566,""y"":511,""height"":27,""width"":31,""type"":""box"",""id"":1513710241,""active"":true}]}",https://cf-83774kd99dl.s3.amazonaws.com/exercise/2014-08-20_PMTarangire-DSC_0054.JPG
3169452397,"{""shapes"":[{""x"":497,""y"":676,""height"":42,""width"":36,""type"":""box"",""id"":1513709781,""active"":false},{""x"":523,""y"":631,""height"":50,""width"":27,""type"":""box"",""id"":1513709788,""active"":false},{""x"":543,""y"":652,""height"":55,""width"":45,""type"":""box"",""id"":1513709803,""active"":false},{""x"":567,""y"":606,""height"":53,""width"":35,""type"":""box"",""id"":1513709818,""active"":false},{""x"":550,""y"":599,""height"":43,""width"":18,""type"":""box"",""id"":1513709826,""active"":false}]}",https://cf-83774kd99dl.s3.amazonaws.com/exercise/2014-08-21_PMTarangire-DSC_0114.JPG
3169492200,"{""shapes"":[{""x"":489,""y"":677,""height"":40,""width"":37,""type"":""box"",""id"":1513663754,""active"":false},{""x"":520,""y"":630,""height"":63,""width"":30,""type"":""box"",""id"":1513663756,""active"":false},{""x"":546,""y"":654,""height"":54,""width"":46,""type"":""box"",""id"":1513663758,""active"":false},{""x"":550,""y"":599,""height"":41,""width"":20,""type"":""box"",""id"":1513663760,""active"":false},{""x"":565,""y"":601,""height"":50,""width"":36,""type"":""box"",""id"":1513663762,""active"":true}]}",https://cf-83774kd99dl.s3.amazonaws.com/exercise/2014-08-21_PMTarangire-DSC_0114.JPG
3169524557,"{""shapes"":[{""x"":551,""y"":601,""height"":43,""width"":19,""type"":""box"",""id"":1513711227,""active"":false},{""x"":566,""y"":605,""height"":56,""width"":37,""type"":""box"",""id"":1513711230,""active"":false},{""x"":523,""y"":631,""height"":54,""width"":26,""type"":""box"",""id"":1513711234,""active"":false},{""x"":545,""y"":654,""height"":59,""width"":46,""type"":""box"",""id"":1513711237,""active"":false},{""x"":497,""y"":676,""height"":43,""width"":36,""type"":""box"",""id"":1513711244,""active"":true}]}",https://cf-83774kd99dl.s3.amazonaws.com/exercise/2014-08-21_PMTarangire-DSC_0114.JPG
3169426596,"{""shapes"":[{""x"":549,""y"":492,""height"":43,""width"":18,""type"":""box"",""id"":1513708315,""active"":false},{""x"":548,""y"":451,""height"":20,""width"":15,""type"":""box"",""id"":1513708334,""active"":false},{""x"":511,""y"":449,""height"":43,""width"":50,""type"":""box"",""id"":1513708345,""active"":false},{""x"":583,""y"":471,""height"":61,""width"":23,""type"":""box"",""id"":1513708362,""active"":false},{""x"":617,""y"":512,""height"":29,""width"":23,""type"":""box"",""id"":1513708381,""active"":false},{""x"":636,""y"":492,""height"":40,""width"":33,""type"":""box"",""id"":1513708398,""active"":false},{""x"":640,""y"":523,""height"":60,""width"":49,""type"":""box"",""id"":1513708415,""active"":false},{""x"":641,""y"":534,""height"":10,""width"":10,""type"":""box"",""id"":1513708426,""active"":false},{""x"":694,""y"":585,""height"":38,""width"":27,""type"":""box"",""id"":1513708443,""active"":true}]}",https://cf-83774kd99dl.s3.amazonaws.com/exercise/2014-08-21_AMTarangire-DSC_0042.JPG
3169437314,"{""shapes"":[{""x"":692,""y"":585,""height"":47,""width"":31,""type"":""box"",""id"":1513705813,""active"":false},{""x"":640,""y"":524,""height"":60,""width"":49,""type"":""box"",""id"":1513705823,""active"":false},{""x"":585,""y"":471,""height"":62,""width"":22,""type"":""box"",""id"":1513705836,""active"":false},{""x"":637,""y"":493,""height"":44,""width"":30,""type"":""box"",""id"":1513705855,""active"":false},{""x"":616,""y"":512,""height"":29,""width"":24,""type"":""box"",""id"":1513705875,""active"":false},{""x"":548,""y"":492,""height"":45,""width"":22,""type"":""box"",""id"":1513705882,""active"":false},{""x"":507,""y"":450,""height"":40,""width"":54,""type"":""box"",""id"":1513705888,""active"":false},{""x"":546,""y"":453,""height"":22,""width"":19,""type"":""box"",""id"":1513705898,""active"":false}]}",https://cf-83774kd99dl.s3.amazonaws.com/exercise/2014-08-21_AMTarangire-DSC_0042.JPG
3169508328,"{""shapes"":[{""x"":693,""y"":583,""height"":43,""width"":27,""type"":""box"",""id"":1513710612,""active"":false},{""x"":647,""y"":525,""height"":57,""width"":40,""type"":""box"",""id"":1513710622,""active"":false},{""x"":585,""y"":472,""height"":61,""width"":21,""type"":""box"",""id"":1513710636,""active"":false},{""x"":551,""y"":495,""height"":34,""width"":14,""type"":""box"",""id"":1513710653,""active"":false},{""x"":512,""y"":455,""height"":33,""width"":50,""type"":""box"",""id"":1513710659,""active"":false},{""x"":618,""y"":514,""height"":27,""width"":21,""type"":""box"",""id"":1513710668,""active"":false},{""x"":642,""y"":495,""height"":37,""width"":25,""type"":""box"",""id"":1513710675,""active"":false}]}",https://cf-83774kd99dl.s3.amazonaws.com/exercise/2014-08-21_AMTarangire-DSC_0042.JPG
3169401629,"{""shapes"":[],""noShapesFound"":true}",https://cf-83774kd99dl.s3.amazonaws.com/exercise/Clip1HTK112_00006.png
3169466883,"{""shapes"":[],""noShapesFound"":true}",https://cf-83774kd99dl.s3.amazonaws.com/exercise/Clip1HTK112_00006.png
3169469620,"{""shapes"":[],""noShapesFound"":true}",https://cf-83774kd99dl.s3.amazonaws.com/exercise/Clip1HTK112_00006.png
3169479428,"{""shapes"":[{""x"":667,""y"":558,""height"":48,""width"":33,""type"":""box"",""id"":1513709767,""active"":false},{""x"":830,""y"":492,""height"":39,""width"":41,""type"":""box"",""id"":1513709772,""active"":false},{""x"":860,""y"":498,""height"":28,""width"":20,""type"":""box"",""id"":1513709776,""active"":false},{""x"":966,""y"":554,""height"":39,""width"":22,""type"":""box"",""id"":1513709781,""active"":false},{""x"":866,""y"":381,""height"":32,""width"":46,""type"":""box"",""id"":1513709784,""active"":false},{""x"":820,""y"":353,""height"":35,""width"":24,""type"":""box"",""id"":1513709787,""active"":false},{""x"":856,""y"":375,""height"":16,""width"":25,""type"":""box"",""id"":1513709792,""active"":false}]}",https://cf-83774kd99dl.s3.amazonaws.com/exercise/2014-08-22_AMTarangire-DSC_0016.JPG
3169491812,"{""shapes"":[{""active"":false,""height"":55,""id"":1513709130,""iou"":0.8594377510040161,""missed"":false,""type"":""box"",""width"":42,""x"":661,""y"":553},{""active"":false,""height"":48,""id"":1513709194,""iou"":0.7617165443252399,""missed"":false,""type"":""box"",""width"":27,""x"":964,""y"":553},{""active"":false,""height"":28,""id"":1513709157,""iou"":0.6738305941845765,""missed"":true,""type"":""box"",""width"":24,""x"":856,""y"":498},{""active"":false,""height"":26,""id"":""truth_1513646597"",""iou"":0.6738305941845765,""missed"":false,""type"":""box"",""width"":38,""x"":840,""y"":499},{""active"":false,""height"":33,""id"":1513709171,""iou"":0.5806451612903226,""missed"":true,""type"":""box"",""width"":50,""x"":861,""y"":382},{""active"":false,""height"":24,""id"":""truth_1513646603"",""iou"":0.5806451612903226,""missed"":false,""type"":""box"",""width"":33,""x"":873,""y"":385},{""active"":false,""height"":24,""id"":1513709179,""iou"":0.5632790028763183,""missed"":true,""type"":""box"",""width"":30,""x"":854,""y"":372},{""active"":false,""height"":31,""id"":""truth_1513646606"",""iou"":0.5632790028763183,""missed"":false,""type"":""box"",""width"":41,""x"":849,""y"":359},{""active"":false,""height"":47,""id"":""truth_1513646609"",""iou"":0,""missed"":true,""type"":""box"",""width"":22,""x"":823,""y"":354},{""active"":false,""height"":44,""id"":1513709149,""iou"":0,""missed"":true,""type"":""box"",""width"":42,""x"":831,""y"":489},{""x"":821,""y"":351,""height"":51,""width"":21,""type"":""box"",""id"":1513710427,""active"":false},{""x"":869,""y"":382,""height"":27,""width"":40,""type"":""box"",""id"":1513710431,""active"":false},{""x"":852,""y"":356,""height"":31,""width"":38,""type"":""box"",""id"":1513710438,""active"":false},{""x"":657,""y"":556,""height"":54,""width"":50,""type"":""box"",""id"":1513710443,""active"":false},{""x"":838,""y"":499,""height"":22,""width"":49,""type"":""box"",""id"":1513710450,""active"":false},{""x"":961,""y"":551,""height"":51,""width"":30,""type"":""box"",""id"":1513710455,""active"":false}]}",https://cf-83774kd99dl.s3.amazonaws.com/exercise/2014-08-22_AMTarangire-DSC_0016.JPG
3169704587,"{""shapes"":[{""x"":669,""y"":560,""height"":47,""width"":29,""type"":""box"",""id"":1513715034,""active"":false},{""x"":968,""y"":558,""height"":42,""width"":19,""type"":""box"",""id"":1513715042,""active"":false},{""x"":860,""y"":499,""height"":30,""width"":20,""type"":""box"",""id"":1513715046,""active"":false},{""x"":832,""y"":494,""height"":36,""width"":38,""type"":""box"",""id"":1513715051,""active"":false},{""x"":857,""y"":375,""height"":23,""width"":26,""type"":""box"",""id"":1513715060,""active"":false},{""x"":867,""y"":384,""height"":32,""width"":43,""type"":""box"",""id"":1513715064,""active"":true}]}",https://cf-83774kd99dl.s3.amazonaws.com/exercise/2014-08-22_AMTarangire-DSC_0016.JPG
3169460996,"{""shapes"":[{""x"":561,""y"":488,""height"":45,""width"":38,""type"":""box"",""id"":1513709990,""active"":false},{""x"":509,""y"":560,""height"":31,""width"":32,""type"":""box"",""id"":1513709993,""active"":false},{""x"":640,""y"":470,""height"":32,""width"":44,""type"":""box"",""id"":1513709997,""active"":false},{""x"":660,""y"":373,""height"":34,""width"":45,""type"":""box"",""id"":1513710001,""active"":false},{""x"":618,""y"":384,""height"":26,""width"":17,""type"":""box"",""id"":1513710004,""active"":true}]}",https://cf-83774kd99dl.s3.amazonaws.com/exercise/2014-08-22_AMTarangire-DSC_0052.JPG
3169494556,"{""shapes"":[{""x"":660,""y"":377,""height"":31,""width"":49,""type"":""box"",""id"":1513710595,""active"":false},{""x"":615,""y"":384,""height"":27,""width"":23,""type"":""box"",""id"":1513710605,""active"":false},{""x"":641,""y"":470,""height"":30,""width"":47,""type"":""box"",""id"":1513710609,""active"":false},{""x"":564,""y"":486,""height"":49,""width"":39,""type"":""box"",""id"":1513710612,""active"":true}]}",https://cf-83774kd99dl.s3.amazonaws.com/exercise/2014-08-22_AMTarangire-DSC_0052.JPG
3169511479,"{""shapes"":[{""x"":507,""y"":556,""height"":37,""width"":34,""type"":""box"",""id"":1513710366,""active"":false},{""x"":641,""y"":469,""height"":32,""width"":44,""type"":""box"",""id"":1513710374,""active"":false},{""x"":617,""y"":380,""height"":36,""width"":20,""type"":""box"",""id"":1513710388,""active"":false},{""x"":661,""y"":375,""height"":34,""width"":49,""type"":""box"",""id"":1513710401,""active"":false},{""x"":561,""y"":486,""height"":46,""width"":41,""type"":""box"",""id"":1513710457,""active"":true}]}",https://cf-83774kd99dl.s3.amazonaws.com/exercise/2014-08-22_AMTarangire-DSC_0052.JPG
3169435739,"{""shapes"":[{""x"":592,""y"":495,""height"":48,""width"":49,""type"":""box"",""id"":1513709363,""active"":false},{""x"":623,""y"":475,""height"":26,""width"":40,""type"":""box"",""id"":1513709372,""active"":false},{""x"":661,""y"":556,""height"":24,""width"":28,""type"":""box"",""id"":1513709376,""active"":false},{""x"":856,""y"":644,""height"":36,""width"":19,""type"":""box"",""id"":1513709386,""active"":true}]}",https://cf-83774kd99dl.s3.amazonaws.com/exercise/2014-08-22_AMTarangire-DSC_0021.JPG
